city,customer_id,email,first_name,last_name,phone,state,street,zip_code
Astoria,779,major.merrill@aol.com,Major,Merrill,NULL,NY,78 Thatcher Court ,11102
Merrick,780,ouida.gregory@aol.com,Ouida,Gregory,NULL,NY,7984 8th Street ,11566
Bayside,781,tajuana.riddle@hotmail.com,Tajuana,Riddle,NULL,NY,24 St Margarets Ave. ,11361
Woodside,782,ricki.bullock@hotmail.com,Ricki,Bullock,NULL,NY,79 Pennington Rd. ,11377
Lancaster,783,celestine.kent@aol.com,Celestine,Kent,(717) 890-4260,NY,697 Fordham Street ,14086
Ballston Spa,784,debbra.jacobson@yahoo.com,Debbra,Jacobson,NULL,NY,8316 West Bedford Ave. ,12020
Hamburg,785,kandis.mills@hotmail.com,Kandis,Mills,NULL,NY,64 Beechwood Drive ,14075
South Richmond Hill,786,wallace.lane@aol.com,Wallace,Lane,NULL,NY,901 Liberty St. ,11419
Mount Vernon,787,malisa.mitchell@msn.com,Malisa,Mitchell,NULL,NY,87 Ridgewood Court ,10550
Copperas Cove,788,lilliam.nolan@msn.com,Lilliam,Nolan,NULL,TX,8976 Berkshire Court ,76522
Niagara Falls,789,tad.gardner@hotmail.com,Tad,Gardner,NULL,NY,9745 E. Wilson St. ,14304
Howard Beach,790,petronila.gallegos@gmail.com,Petronila,Gallegos,NULL,NY,8053 Aspen St. ,11414
Ballston Spa,791,yun.nelson@hotmail.com,Yun,Nelson,NULL,NY,529 Durham Street ,12020
West Babylon,792,edgar.horn@aol.com,Edgar,Horn,NULL,NY,7270 W. Cherry Hill Lane ,11704
Elmhurst,793,chantay.maynard@gmail.com,Chantay,Maynard,NULL,NY,7483 1st Ave. ,11373
Redondo Beach,794,donette.mccarthy@yahoo.com,Donette,Mccarthy,NULL,CA,500 NW. Maiden Dr. ,90278
Franklin Square,795,mariam.miranda@aol.com,Mariam,Miranda,NULL,NY,18 East Washington Avenue ,11010
Upland,796,rosalie.coffey@gmail.com,Rosalie,Coffey,NULL,CA,789 Amerige Dr. ,91784
Bayside,797,cathey.lamb@msn.com,Cathey,Lamb,NULL,NY,9621 Ryan Drive ,11361
Massapequa Park,798,alyse.jacobson@yahoo.com,Alyse,Jacobson,NULL,NY,10 West Devon Lane ,11762
Huntington,799,india.barron@msn.com,India,Barron,NULL,NY,834 W. Pleasant Rd. ,11743
Pittsford,800,cris.dunn@yahoo.com,Cris,Dunn,NULL,NY,1 Pawnee Street ,14534
Hopewell Junction,801,ophelia.rodgers@gmail.com,Ophelia,Rodgers,NULL,NY,133 Joy Ridge Drive ,12533
Longview,802,barrett.sanders@aol.com,Barrett,Sanders,NULL,TX,32 Hawthorne St. ,75604
Whitestone,803,bernardina.cooper@msn.com,Bernardina,Cooper,NULL,NY,223 Glen Creek Ave. ,11357
Valley Stream,804,douglas.richards@hotmail.com,Douglas,Richards,NULL,NY,221 Arcadia Lane ,11580
Clifton Park,805,phillis.fowler@aol.com,Phillis,Fowler,NULL,NY,8976 N. Hall Street ,12065
Staten Island,806,reyes.merritt@yahoo.com,Reyes,Merritt,NULL,NY,48 Lexington Rd. ,10301
West Islip,807,nathalie.knowles@aol.com,Nathalie,Knowles,NULL,NY,4 Cactus Street ,11795
Rowlett,808,vallie.dixon@yahoo.com,Vallie,Dixon,NULL,TX,85 E. Ann Drive ,75088
Bellmore,809,elnora.simpson@yahoo.com,Elnora,Simpson,NULL,NY,7157 Shore Ave. ,11710
Houston,810,ivelisse.nixon@aol.com,Ivelisse,Nixon,(281) 941-4933,TX,782 Boston Ave. ,77016
Staten Island,811,shanti.johnston@gmail.com,Shanti,Johnston,NULL,NY,722 Alderwood Drive ,10301
Woodhaven,812,martha.burgess@msn.com,Martha,Burgess,NULL,NY,9631 St Margarets Lane ,11421
West Hempstead,813,neville.mcclain@yahoo.com,Neville,Mcclain,NULL,NY,781 Buttonwood Ave. ,11552
Lindenhurst,814,ghislaine.compton@aol.com,Ghislaine,Compton,NULL,NY,8930 Princess St. ,11757
Hicksville,815,leanna.manning@yahoo.com,Leanna,Manning,NULL,NY,39 E. Stillwater Ave. ,11801
Vista,816,marshall.johnson@yahoo.com,Marshall,Johnson,NULL,CA,44 Greenview St. ,92083
Lancaster,817,zelda.pratt@gmail.com,Zelda,Pratt,(717) 428-4018,NY,74 Trusel Drive ,14086
San Diego,818,joel.wynn@aol.com,Joel,Wynn,(619) 210-6032,CA,7 North Oak Ave. ,92111
Endicott,819,yahaira.robertson@yahoo.com,Yahaira,Robertson,NULL,NY,142 Roehampton Dr. ,13760
Schenectady,820,sandy.mills@gmail.com,Sandy,Mills,NULL,NY,333 Olive Ave. ,12302
Astoria,821,cassidy.clark@hotmail.com,Cassidy,Clark,NULL,NY,9879 Old Kingston Road ,11102
Howard Beach,822,kristy.watkins@gmail.com,Kristy,Watkins,NULL,NY,977 South Brook Ave. ,11414
Maspeth,823,tina.bush@aol.com,Tina,Bush,NULL,NY,8038 Bellevue Street ,11378
Webster,824,veronika.rollins@yahoo.com,Veronika,Rollins,NULL,NY,94 Arnold Ave. ,14580
Hicksville,825,kristel.byrd@hotmail.com,Kristel,Byrd,NULL,NY,9967 Piper Street ,11801
Smithtown,826,shay.stephenson@aol.com,Shay,Stephenson,NULL,NY,9569 4th Lane ,11787
Sunnyside,827,george.pickett@msn.com,George,Pickett,NULL,NY,691 Rocky River St. ,11104
Mount Vernon,828,renato.morton@msn.com,Renato,Morton,NULL,NY,8526 Sherwood Street ,10550
Lockport,829,marcy.rodriguez@gmail.com,Marcy,Rodriguez,NULL,NY,97 Trusel Drive ,14094
Copperas Cove,830,edmund.gaines@gmail.com,Edmund,Gaines,NULL,TX,8643 Gartner St. ,76522
Oswego,831,lory.berg@aol.com,Lory,Berg,NULL,NY,64 Vine Drive ,13126
Ballston Spa,832,pamala.fowler@gmail.com,Pamala,Fowler,NULL,NY,399 Leatherwood St. ,12020
Whitestone,833,leone.emerson@msn.com,Leone,Emerson,NULL,NY,460 Smith Store Ave. ,11357
Euless,834,brain.skinner@hotmail.com,Brain,Skinner,NULL,TX,8676 Ketch Harbour Ave. ,76039
Euless,835,roseanne.maynard@yahoo.com,Roseanne,Maynard,NULL,TX,219 Old Paris Hill Dr. ,76039
Rosedale,836,corinna.adams@msn.com,Corinna,Adams,NULL,NY,38 Trenton Court ,11422
Baldwinsville,837,kellye.campbell@gmail.com,Kellye,Campbell,NULL,NY,75 Marsh St. ,13027
Howard Beach,838,erna.sloan@aol.com,Erna,Sloan,NULL,NY,9449 Fifth Avenue ,11414
Glen Cove,839,carolann.russell@hotmail.com,Carolann,Russell,NULL,NY,9308 Selby Ave. ,11542
East Elmhurst,840,gilbert.calhoun@msn.com,Gilbert,Calhoun,NULL,NY,7339 Summer Drive ,11369
Ronkonkoma,841,manie.maxwell@gmail.com,Manie,Maxwell,NULL,NY,85 Brickell Ave. ,11779
San Angelo,842,giselle.robles@hotmail.com,Giselle,Robles,NULL,TX,9747 N. El Dorado Dr. ,76901
Plattsburgh,843,tessie.farmer@msn.com,Tessie,Farmer,NULL,NY,870 Cottage Ave. ,12901
South Ozone Park,844,felica.munoz@aol.com,Felica,Munoz,NULL,NY,24 West Rockwell Dr. ,11420
Bronx,845,kathyrn.bush@gmail.com,Kathyrn,Bush,NULL,NY,90 Devon St. ,10451
Rocklin,846,sylvester.chan@hotmail.com,Sylvester,Chan,NULL,CA,659 Arcadia Street ,95677
Port Washington,847,lizette.ellison@hotmail.com,Lizette,Ellison,NULL,NY,865 Sunbeam Street ,11050
Elmhurst,848,ernestina.skinner@hotmail.com,Ernestina,Skinner,NULL,NY,52 Spring Drive ,11373
Syosset,849,phyllis.hill@yahoo.com,Phyllis,Hill,NULL,NY,576 Devon Ave. ,11791
Rowlett,850,stephanie.browning@yahoo.com,Stephanie,Browning,NULL,TX,9156 Lantern St. ,75088
New Hyde Park,851,arlena.buckner@hotmail.com,Arlena,Buckner,NULL,NY,629 Locust Ave. ,11040
Freeport,852,lezlie.thompson@yahoo.com,Lezlie,Thompson,NULL,NY,73 Vernon St. ,11520
Kingston,853,brittney.rojas@aol.com,Brittney,Rojas,NULL,NY,2 E. Overlook Ave. ,12401
New York,854,phylis.adkins@msn.com,Phylis,Adkins,(212) 325-9145,NY,7781 James Ave. ,10002
Upland,855,lean.stark@msn.com,Lean,Stark,NULL,CA,215 Old Pumpkin Hill St. ,91784
Ronkonkoma,856,lara.guy@aol.com,Lara,Guy,NULL,NY,9809 E. Walnut Drive ,11779
New Windsor,857,inga.koch@msn.com,Inga,Koch,NULL,NY,8445 South New Court ,12553
Rome,858,klara.kim@gmail.com,Klara,Kim,NULL,NY,9660 Sherman Lane ,13440
Sugar Land,859,julianne.shannon@hotmail.com,Julianne,Shannon,NULL,TX,28 Applegate Street ,77478
South Ozone Park,860,loni.mullen@msn.com,Loni,Mullen,NULL,NY,55 Thompson Avenue ,11420
Hopewell Junction,861,olympia.figueroa@hotmail.com,Olympia,Figueroa,NULL,NY,587 Surrey St. ,12533
Fresh Meadows,862,mellie.puckett@yahoo.com,Mellie,Puckett,NULL,NY,64 Van Dyke St. ,11365
Utica,863,shonta.preston@msn.com,Shonta,Preston,NULL,NY,74 Division St. ,13501
Buffalo,864,lore.sykes@aol.com,Lore,Sykes,(716) 382-5169,NY,7050 Beach Drive ,14215
Astoria,865,julia.joyner@msn.com,Julia,Joyner,NULL,NY,2 Valley View Dr. ,11102
Longview,866,lynwood.jackson@aol.com,Lynwood,Jackson,NULL,TX,9449 Linda Street ,75604
Campbell,867,rosalva.hamilton@aol.com,Rosalva,Hamilton,NULL,CA,9883 Cedar Dr. ,95008
San Jose,868,domingo.casey@msn.com,Domingo,Casey,(408) 761-9212,CA,8665 Cypress Street ,95127
Richmond Hill,869,rodrigo.durham@aol.com,Rodrigo,Durham,NULL,NY,82 Old Church Road ,11418
Smithtown,870,dwain.carlson@gmail.com,Dwain,Carlson,NULL,NY,951 North Trusel Ave. ,11787
New Windsor,871,erlinda.humphrey@hotmail.com,Erlinda,Humphrey,NULL,NY,532 South Victoria St. ,12553
Corpus Christi,872,silas.tate@yahoo.com,Silas,Tate,(361) 219-2149,TX,9754 53rd Court ,78418
Niagara Falls,873,patience.clayton@hotmail.com,Patience,Clayton,NULL,NY,68 Chestnut Dr. ,14304
Plattsburgh,874,mila.good@yahoo.com,Mila,Good,NULL,NY,812 East Longbranch Ave. ,12901
Rosedale,875,tanesha.sawyer@aol.com,Tanesha,Sawyer,NULL,NY,9B Kingston Lane ,11422
Glen Cove,876,onita.macdonald@yahoo.com,Onita,Macdonald,NULL,NY,94 Wood St. ,11542
Howard Beach,877,janine.manning@gmail.com,Janine,Manning,NULL,NY,9118B Campfire St. ,11414
Smithtown,878,melodie.melton@yahoo.com,Melodie,Melton,NULL,NY,12 S. 8th Road ,11787
Garden City,879,ethelyn.ray@yahoo.com,Ethelyn,Ray,NULL,NY,80 South Sutor Lane ,11530
Sunnyside,880,phebe.turner@aol.com,Phebe,Turner,NULL,NY,4 West York Street ,11104
Santa Monica,881,chloe.patel@yahoo.com,Chloe,Patel,NULL,CA,407 Homewood Street ,90403
Ballston Spa,882,hilda.harvey@gmail.com,Hilda,Harvey,NULL,NY,9808 W. Cleveland Ave. ,12020
El Paso,883,gilberte.duke@gmail.com,Gilberte,Duke,(915) 903-7860,TX,12 Birchwood Dr. ,79930
Oswego,884,willian.hardin@msn.com,Willian,Hardin,NULL,NY,836 West Street ,13126
Longview,885,janna.hayden@msn.com,Janna,Hayden,NULL,TX,32 Hilldale Street ,75604
North Tonawanda,886,letisha.may@yahoo.com,Letisha,May,NULL,NY,9965 Princeton Lane ,14120
Syosset,887,graig.cannon@gmail.com,Graig,Cannon,NULL,NY,36 Oklahoma Ave. ,11791
Webster,888,coleen.navarro@aol.com,Coleen,Navarro,NULL,NY,990 Broad Rd. ,14580
San Carlos,889,lucilla.williams@hotmail.com,Lucilla,Williams,NULL,CA,42 Cedar Street ,94070
Ossining,890,rosanne.george@yahoo.com,Rosanne,George,NULL,NY,38 Pleasant St. ,10562
Monsey,891,ashlie.parrish@hotmail.com,Ashlie,Parrish,NULL,NY,48 Mill Drive ,10952
Ossining,892,alissa.craft@hotmail.com,Alissa,Craft,NULL,NY,249 Maple Street ,10562
Depew,893,letty.cobb@msn.com,Letty,Cobb,NULL,NY,8652 Wellington Street ,14043
New Windsor,894,nathaniel.richard@gmail.com,Nathaniel,Richard,NULL,NY,3 Nicolls Lane ,12553
Plainview,895,elaina.key@msn.com,Elaina,Key,NULL,NY,1 Main St. ,11803
New City,896,stefani.gamble@aol.com,Stefani,Gamble,(845) 724-2996,NY,9119 W. Victoria St. ,10956
Lancaster,897,bettyann.acosta@gmail.com,Bettyann,Acosta,(717) 746-6658,NY,7949 Chapel St. ,14086
Houston,898,crysta.velez@yahoo.com,Crysta,Velez,(281) 529-3469,TX,64 South Front Street ,77016
Victoria,899,carisa.carpenter@hotmail.com,Carisa,Carpenter,NULL,TX,551 Belmont Lane ,77904
San Carlos,900,jule.davenport@aol.com,Jule,Davenport,NULL,CA,19 River St. ,94070
Ontario,901,lonna.franks@yahoo.com,Lonna,Franks,NULL,CA,667 Brickyard Street ,91762
Oswego,902,elease.dejesus@gmail.com,Elease,Dejesus,NULL,NY,7800 Magnolia Street ,13126
Hicksville,903,maira.long@msn.com,Maira,Long,NULL,NY,7587 Bear Hill Street ,11801
San Jose,904,jana.thomas@yahoo.com,Jana,Thomas,(408) 624-8137,CA,283 E. Spring Dr. ,95127
Baldwinsville,905,hae.ramirez@hotmail.com,Hae,Ramirez,NULL,NY,9367 Lake Street ,13027
Sugar Land,906,erik.leblanc@aol.com,Erik,Leblanc,NULL,TX,7 East Nut Swamp Street ,77478
Longview,907,daina.sampson@msn.com,Daina,Sampson,NULL,TX,556 Wellington St. ,75604
Lockport,908,delmar.wise@yahoo.com,Delmar,Wise,NULL,NY,8355 Kingston Avenue ,14094
Uniondale,909,alita.salinas@hotmail.com,Alita,Salinas,NULL,NY,8550 Bear Hill Ave. ,11553
Mcallen,910,elenore.william@msn.com,Elenore,William,NULL,TX,23 Rockland St. ,78501
Pittsford,911,nikita.roy@aol.com,Nikita,Roy,NULL,NY,9703 N. Snake Hill St. ,14534
Massapequa Park,912,inocencia.key@hotmail.com,Inocencia,Key,NULL,NY,36 Wild Rose Ave. ,11762
Desoto,913,liliana.kerr@yahoo.com,Liliana,Kerr,NULL,TX,3 Cherry Drive ,75115
Rockville Centre,914,hortencia.o'neil@hotmail.com,Hortencia,O'neil,NULL,NY,1 Gulf Rd. ,11570
Sacramento,915,beryl.bennett@aol.com,Beryl,Bennett,(916) 422-6956,CA,9563 Edgemont St. ,95820
Mount Vernon,916,alishia.elliott@aol.com,Alishia,Elliott,NULL,NY,8905 Courtland Ave. ,10550
Troy,917,vernia.madden@aol.com,Vernia,Madden,(248) 206-3697,NY,5 Iroquois Street ,12180
Smithtown,918,kristel.bullock@yahoo.com,Kristel,Bullock,NULL,NY,7292 Armstrong Drive ,11787
Torrance,919,ruthanne.hoover@aol.com,Ruthanne,Hoover,NULL,CA,835 Paris Hill Road ,90505
North Tonawanda,920,james.robles@aol.com,James,Robles,NULL,NY,9 Chapel Lane ,14120
Webster,921,evelin.vargas@msn.com,Evelin,Vargas,NULL,NY,7049 Pin Oak Ave. ,14580
Massapequa,922,elvia.cardenas@hotmail.com,Elvia,Cardenas,NULL,NY,8 Paris Hill St. ,11758
Canyon Country,923,randee.pitts@msn.com,Randee,Pitts,NULL,CA,7371B Essex Street ,91387
New Windsor,924,lea.irwin@gmail.com,Lea,Irwin,NULL,NY,845 Adams Lane ,12553
Kingston,925,bryce.monroe@aol.com,Bryce,Monroe,NULL,NY,52 Cooper Lane ,12401
Bakersfield,926,katina.mcintosh@yahoo.com,Katina,Mcintosh,(661) 464-1523,CA,263 Swanson Dr. ,93306
New York,927,guillermo.hart@hotmail.com,Guillermo,Hart,(212) 652-7198,NY,81 Indian Summer Drive ,10002
Santa Monica,928,joann.barber@gmail.com,Joann,Barber,NULL,CA,8945 Courtland Street ,90403
Pleasanton,929,thurman.ellis@gmail.com,Thurman,Ellis,NULL,CA,20 Augusta Road ,94566
Clifton Park,930,delana.wagner@aol.com,Delana,Wagner,NULL,NY,8499 Mill Pond Road ,12065
San Angelo,931,porter.bass@hotmail.com,Porter,Bass,NULL,TX,370 North Alderwood Dr. ,76901
Wappingers Falls,932,yvonne.bean@yahoo.com,Yvonne,Bean,NULL,NY,20 W. Marsh Ave. ,12590
Howard Beach,933,lurline.rivers@msn.com,Lurline,Rivers,NULL,NY,69 Pine Street ,11414
Hamburg,934,ocie.slater@msn.com,Ocie,Slater,NULL,NY,7799 W. Bohemia Dr. ,14075
Monroe,935,genevie.miles@aol.com,Genevie,Miles,NULL,NY,45 West Sulphur Springs Ave. ,10950
Ossining,936,sherilyn.wilcox@gmail.com,Sherilyn,Wilcox,NULL,NY,905 North Buckingham Lane ,10562
West Hempstead,937,aida.koch@gmail.com,Aida,Koch,NULL,NY,9778 3rd Drive ,11552
Rochester,938,emory.o'connor@gmail.com,Emory,O'connor,(507) 606-2192,NY,34 Foxrun Street ,14606
Corpus Christi,939,maximina.hutchinson@hotmail.com,Maximina,Hutchinson,(361) 164-3098,TX,53 Stillwater Avenue ,78418
Encino,940,marina.hinton@yahoo.com,Marina,Hinton,NULL,CA,7440 North Oxford St. ,91316
Central Islip,941,danyell.dickerson@msn.com,Danyell,Dickerson,NULL,NY,8306 Fieldstone Dr. ,11722
Lancaster,942,davis.long@msn.com,Davis,Long,(717) 653-1755,NY,929 Elmwood Dr. ,14086
Scarsdale,943,lynn.mcmahon@msn.com,Lynn,Mcmahon,NULL,NY,9 Surrey St. ,10583
Scarsdale,944,tonja.henderson@aol.com,Tonja,Henderson,NULL,NY,82 Alton St. ,10583
Port Washington,945,krissy.ochoa@msn.com,Krissy,Ochoa,NULL,NY,80 Queen Ave. ,11050
Pittsford,946,angella.bridges@yahoo.com,Angella,Bridges,NULL,NY,8708 Sycamore St. ,14534
Palos Verdes Peninsula,947,angele.castro@yahoo.com,Angele,Castro,NULL,CA,15 Acacia Drive ,90274
Levittown,948,siobhan.lang@gmail.com,Siobhan,Lang,NULL,NY,3 Monroe Lane ,11756
Scarsdale,949,venessa.frost@msn.com,Venessa,Frost,NULL,NY,621 West School Rd. ,10583
Rochester,950,verna.solis@yahoo.com,Verna,Solis,(507) 115-1633,NY,7 Lincoln Lane ,14606
Scarsdale,951,steve.bender@gmail.com,Steve,Bender,NULL,NY,908 N. Pennington Dr. ,10583
Torrance,952,aileen.marquez@msn.com,Aileen,Marquez,NULL,CA,8899 Newbridge Street ,90505
Helotes,953,kattie.stevenson@aol.com,Kattie,Stevenson,NULL,TX,52 Carson Street ,78023
Hicksville,954,hassan.nash@yahoo.com,Hassan,Nash,NULL,NY,8105 University Lane ,11801
West Babylon,955,delfina.gilliam@hotmail.com,Delfina,Gilliam,NULL,NY,9463 Bayberry Rd. ,11704
Farmingdale,956,venus.hewitt@msn.com,Venus,Hewitt,NULL,NY,9835 Old Cemetery Lane ,11735
Anaheim,957,stephen.vega@msn.com,Stephen,Vega,(657) 288-3778,CA,5 Briarwood St. ,92806
Euless,958,ciera.koch@gmail.com,Ciera,Koch,NULL,TX,881 Lawrence Drive ,76039
Sacramento,959,christel.barber@hotmail.com,Christel,Barber,(916) 679-3547,CA,320 Briarwood Lane ,95820
Hempstead,960,arline.lawson@gmail.com,Arline,Lawson,(516) 792-3395,NY,48 Whitemarsh Lane ,11550
Kingston,961,iva.wilcox@aol.com,Iva,Wilcox,NULL,NY,452 South Mayflower Drive ,12401
Copperas Cove,962,maple.griffin@gmail.com,Maple,Griffin,NULL,TX,20 Glendale Drive ,76522
Rome,963,anisha.lang@aol.com,Anisha,Lang,NULL,NY,265 Peachtree St. ,13440
Corpus Christi,964,brent.calderon@aol.com,Brent,Calderon,(361) 981-8725,TX,3 Thomas St. ,78418
Plainview,965,margit.osborn@yahoo.com,Margit,Osborn,NULL,NY,909 Gulf Drive ,11803
Glen Cove,966,novella.patel@gmail.com,Novella,Patel,NULL,NY,500 Livingston Street ,11542
Canandaigua,967,laurette.hebert@msn.com,Laurette,Hebert,NULL,NY,18 South Constitution Court ,14424
Mahopac,968,jonna.brown@aol.com,Jonna,Brown,NULL,NY,1 Spring Drive ,10541
Rochester,969,jennell.solis@hotmail.com,Jennell,Solis,(507) 421-7354,NY,194 2nd Rd. ,14606
Hollis,970,ruth.horton@gmail.com,Ruth,Horton,NULL,NY,488 Mulberry Ave. ,11423
Brentwood,971,samual.warner@gmail.com,Samual,Warner,(631) 151-4988,NY,8735 Thatcher Dr. ,11717
Long Beach,972,damian.mills@yahoo.com,Damian,Mills,(562) 924-3079,NY,7747 Elm Dr. ,11561
Ridgecrest,973,margaretta.clayton@yahoo.com,Margaretta,Clayton,NULL,CA,524 San Pablo Ave. ,93555
Astoria,974,marcell.barrett@gmail.com,Marcell,Barrett,NULL,NY,266 Elm Drive ,11102
Los Angeles,975,annis.sanchez@aol.com,Annis,Sanchez,(424) 352-6275,CA,4 Edgewater Road ,90008
Smithtown,976,ayanna.cherry@yahoo.com,Ayanna,Cherry,NULL,NY,8829 Galvin Rd. ,11787
Amityville,977,barton.cox@yahoo.com,Barton,Cox,NULL,NY,8220 Creekside Street ,11701
Bronx,978,diana.reyes@msn.com,Diana,Reyes,NULL,NY,7415 Annadale St. ,10451
Ithaca,979,ingeborg.ellison@yahoo.com,Ingeborg,Ellison,NULL,NY,360 Trusel St. ,14850
Port Chester,980,carter.booth@msn.com,Carter,Booth,NULL,NY,82 Beech Drive ,10573
Long Beach,981,christel.cardenas@aol.com,Christel,Cardenas,(562) 342-8083,NY,428 S. Swanson Drive ,11561
San Angelo,982,orval.hunter@aol.com,Orval,Hunter,NULL,TX,35 Wagon Drive ,76901
Fullerton,983,marguerite.berger@aol.com,Marguerite,Berger,NULL,CA,875 Arch Lane ,92831
Franklin Square,984,ivette.warren@gmail.com,Ivette,Warren,NULL,NY,8408 Thomas Street ,11010
Harlingen,985,milagros.weber@hotmail.com,Milagros,Weber,NULL,TX,7591 Glendale Ave. ,78552
Ossining,986,marcel.lindsay@hotmail.com,Marcel,Lindsay,NULL,NY,249 Peninsula St. ,10562
Staten Island,987,louis.powell@aol.com,Louis,Powell,NULL,NY,368 Sugar Rd. ,10301
Syosset,988,vanda.holmes@aol.com,Vanda,Holmes,NULL,NY,9835 Wild Rose Drive ,11791
South Ozone Park,989,loreen.byers@yahoo.com,Loreen,Byers,NULL,NY,83 S. Rockledge Circle ,11420
Monroe,990,casimira.chapman@yahoo.com,Casimira,Chapman,NULL,NY,67 Snake Hill St. ,10950
Canyon Country,991,brigida.larson@hotmail.com,Brigida,Larson,NULL,CA,8789 Sycamore Lane ,91387
Patchogue,992,chere.alston@gmail.com,Chere,Alston,NULL,NY,16 Lower River Street ,11772
Ridgecrest,993,giovanna.jefferson@gmail.com,Giovanna,Jefferson,NULL,CA,9394 Riverside St. ,93555
Yorktown Heights,994,demarcus.reese@gmail.com,Demarcus,Reese,NULL,NY,8087 Armstrong Dr. ,10598
Canandaigua,995,amina.salazar@aol.com,Amina,Salazar,NULL,NY,944 Wellington Street ,14424
Shirley,996,serafina.clemons@gmail.com,Serafina,Clemons,NULL,NY,851 Brown Ave. ,11967
Baldwin,997,trinidad.mcclain@msn.com,Trinidad,Mcclain,NULL,NY,98 Tunnel Drive ,11510
Jamestown,998,heather.chaney@yahoo.com,Heather,Chaney,NULL,NY,4 Morris Dr. ,14701
Ballston Spa,999,latoya.johns@hotmail.com,Latoya,Johns,NULL,NY,7914 W. Woodsman St. ,12020
West Babylon,1000,shiloh.reeves@msn.com,Shiloh,Reeves,NULL,NY,818 Kirkland Lane ,11704
Brentwood,1001,lee.roman@gmail.com,Lee,Roman,(631) 913-6967,NY,4 Canal Ave. ,11717
Massapequa,1002,cami.williamson@hotmail.com,Cami,Williamson,NULL,NY,9511A Windsor Drive ,11758
Vista,1003,sharell.ross@msn.com,Sharell,Ross,NULL,CA,7830 Devonshire Ave. ,92083
East Elmhurst,1004,jerald.blackwell@hotmail.com,Jerald,Blackwell,NULL,NY,8364 South Wakehurst Ave. ,11369
Astoria,1005,ruthanne.franco@yahoo.com,Ruthanne,Franco,NULL,NY,61 Applegate St. ,11102
Apple Valley,1006,marjory.leonard@msn.com,Marjory,Leonard,NULL,CA,800 Greystone Lane ,92307
Howard Beach,1007,jimmy.russell@hotmail.com,Jimmy,Russell,NULL,NY,33 Iroquois Ave. ,11414
Forney,1008,berneice.pollard@hotmail.com,Berneice,Pollard,NULL,TX,607 Bohemia Street ,75126
Rosedale,1009,deangelo.cooley@aol.com,Deangelo,Cooley,NULL,NY,3 NE. Edgewood Rd. ,11422
Bethpage,1010,katia.henry@msn.com,Katia,Henry,NULL,NY,69 E. Columbia Ave. ,11714
Garland,1011,sebrina.gross@yahoo.com,Sebrina,Gross,NULL,TX,993 Glendale Drive ,75043
Baldwinsville,1012,josephine.dale@aol.com,Josephine,Dale,NULL,NY,8214 West Drive ,13027
Corona,1013,alma.peck@aol.com,Alma,Peck,NULL,NY,298 South Bay Meadows Drive ,11368
South Richmond Hill,1014,ling.newman@msn.com,Ling,Newman,NULL,NY,832 Spring Road ,11419
Garden City,1015,nichelle.rosario@hotmail.com,Nichelle,Rosario,NULL,NY,709 Dunbar Ave. ,11530
New York,1016,shenna.benton@msn.com,Shenna,Benton,(212) 578-2912,NY,57 Shadow Brook Road ,10002
Oakland,1017,philip.bryan@hotmail.com,Philip,Bryan,(510) 533-4262,CA,914 Devonshire Court ,94603
Maspeth,1018,carita.salinas@yahoo.com,Carita,Salinas,NULL,NY,90 Griffin Street ,11378
Elmhurst,1019,janie.herrera@gmail.com,Janie,Herrera,NULL,NY,652 Westport Street ,11373
San Carlos,1020,lorraine.marks@msn.com,Lorraine,Marks,NULL,CA,160 North Pearl Street ,94070
Saint Albans,1021,nicolas.carlson@yahoo.com,Nicolas,Carlson,NULL,NY,7899 Spruce Street ,11412
Mahopac,1022,hye.mercer@gmail.com,Hye,Mercer,NULL,NY,9681 Redwood St. ,10541
Ballston Spa,1023,adena.blake@hotmail.com,Adena,Blake,NULL,NY,684 Westport Drive ,12020
El Paso,1024,coleman.boyd@yahoo.com,Coleman,Boyd,(915) 607-6336,TX,9740 Bay Meadows Drive ,79930
Farmingdale,1025,daphine.willis@msn.com,Daphine,Willis,NULL,NY,152 Shady St. ,11735
Endicott,1026,jenine.dawson@msn.com,Jenine,Dawson,NULL,NY,17 Park Street ,13760
Saint Albans,1027,shanita.wiley@yahoo.com,Shanita,Wiley,NULL,NY,121 Bridge Lane ,11412
Canandaigua,1028,shanna.bonner@msn.com,Shanna,Bonner,NULL,NY,386 Lafayette Road ,14424
Rowlett,1029,ping.quinn@gmail.com,Ping,Quinn,NULL,TX,9051 Hanover Dr. ,75088
Brooklyn,1030,saran.moses@yahoo.com,Saran,Moses,NULL,NY,94 Hall Dr. ,11201
Fairport,1031,tonja.bean@aol.com,Tonja,Bean,NULL,NY,9 Middle River St. ,14450
Huntington Station,1032,vernon.knowles@yahoo.com,Vernon,Knowles,NULL,NY,5 Olive Lane ,11746
Forest Hills,1033,jeannette.skinner@yahoo.com,Jeannette,Skinner,NULL,NY,8886 High Point Drive ,11375
Centereach,1034,rico.salas@msn.com,Rico,Salas,NULL,NY,8041 Walt Whitman St. ,11720
Campbell,1035,tangela.hurley@msn.com,Tangela,Hurley,NULL,CA,49 North Cross St. ,95008
Centereach,1036,randee.lester@gmail.com,Randee,Lester,NULL,NY,81 Bear Hill Street ,11720
Nanuet,1037,ashanti.hammond@msn.com,Ashanti,Hammond,NULL,NY,9202 W. Lyme Ave. ,10954
